step,loss,mae
10,6.441321849822998,2.3664438724517822
20,5.934523105621338,2.2501001358032227
30,6.664808750152588,2.4147191047668457
40,5.842611789703369,2.3101415634155273
50,5.688865661621094,2.226468563079834
60,6.191797256469727,2.3496363162994385
70,5.245542526245117,2.148350715637207
80,5.564724922180176,2.248591899871826
90,6.269419193267822,2.3983359336853027
100,4.429408550262451,1.9298017024993896
110,4.901331424713135,2.103372097015381
120,5.284052848815918,2.1732428073883057
130,4.488511085510254,1.9955170154571533
140,4.506336212158203,1.985588550567627
150,4.8598833084106445,2.0730206966400146
160,4.504067420959473,1.9944539070129395
170,4.187402725219727,1.9408713579177856
180,4.0755133628845215,1.8596415519714355
190,3.7490463256835938,1.799773931503296
200,3.6149179935455322,1.727216124534607
210,3.944777488708496,1.85302734375
220,3.8873796463012695,1.8332563638687134
230,3.6277098655700684,1.7623122930526733
240,3.354844093322754,1.6996184587478638
250,3.096421241760254,1.600395917892456
260,3.90427827835083,1.878995656967163
270,3.386214017868042,1.7462095022201538
280,3.294032573699951,1.7039177417755127
290,2.6966960430145264,1.5092098712921143
300,3.0338785648345947,1.6365402936935425
310,2.9728662967681885,1.6124014854431152
320,2.50876522064209,1.4919568300247192
330,2.8589491844177246,1.5935962200164795
340,2.3492696285247803,1.4101999998092651
350,2.602544069290161,1.5332111120224
360,2.4797515869140625,1.450615406036377
370,2.024733304977417,1.3144526481628418
380,2.4403367042541504,1.4614129066467285
390,2.2059073448181152,1.3790767192840576
400,2.3013176918029785,1.4120473861694336
410,2.302821636199951,1.434086561203003
420,2.2365126609802246,1.3933992385864258
430,2.087550163269043,1.3612617254257202
440,1.7033355236053467,1.1961181163787842
450,1.910327434539795,1.3216228485107422
460,1.8371853828430176,1.2755589485168457
470,1.7346644401550293,1.255197286605835
480,1.9353100061416626,1.3206112384796143
490,1.6487526893615723,1.2231789827346802
500,1.497223138809204,1.1459486484527588
510,1.4500409364700317,1.1114476919174194
520,1.2630277872085571,1.0402371883392334
530,1.5435525178909302,1.178687334060669
540,1.6282672882080078,1.1818571090698242
550,1.3566211462020874,1.0749804973602295
560,1.246001958847046,1.030586838722229
570,1.238203763961792,1.0348485708236694
580,1.1307251453399658,0.9741966128349304
590,1.2438597679138184,1.0166126489639282
600,1.1849284172058105,1.0105664730072021
610,0.8246022462844849,0.8389437198638916
620,1.002311110496521,0.9338692426681519
630,0.8836621046066284,0.8732873797416687
640,0.8992403745651245,0.8499397039413452
650,0.7333114147186279,0.7868382930755615
660,0.8080108165740967,0.8324283361434937
670,0.8241404891014099,0.8161107301712036
680,0.7082594633102417,0.7628453969955444
690,0.7061783075332642,0.7571893930435181
700,0.7712472081184387,0.8055500984191895
710,0.6585344076156616,0.7083323001861572
720,0.6289794445037842,0.7376303672790527
730,0.628675639629364,0.7441189289093018
740,0.6187713742256165,0.7223019599914551
750,0.53922039270401,0.6658101677894592
760,0.5152014493942261,0.6284657120704651
770,0.5503427386283875,0.6614844799041748
780,0.562785804271698,0.6826087236404419
790,0.5374546051025391,0.6576730012893677
800,0.537726640701294,0.657630443572998
810,0.5466810464859009,0.6672515273094177
820,0.46712037920951843,0.6199899911880493
830,0.39794719219207764,0.5816448330879211
840,0.4427984654903412,0.6070916652679443
850,0.4306637644767761,0.5958397388458252
860,0.4336138963699341,0.5886025428771973
870,0.33932626247406006,0.5151709318161011
880,0.36013880372047424,0.5449447631835938
890,0.31475669145584106,0.49695339798927307
900,0.3427322804927826,0.511401355266571
910,0.328256756067276,0.5010290741920471
920,0.2582545578479767,0.4480791687965393
930,0.30235373973846436,0.4857480525970459
940,0.2697397768497467,0.4560556709766388
950,0.2400944083929062,0.4373452961444855
960,0.19835689663887024,0.3903713822364807
970,0.224897101521492,0.42109155654907227
980,0.22460997104644775,0.4203006327152252
990,0.23042252659797668,0.40453237295150757
1000,0.2041935920715332,0.40532684326171875
1010,0.20074757933616638,0.38819581270217896
1020,0.2020021677017212,0.39453524351119995
1030,0.21705439686775208,0.392860472202301
1040,0.15452741086483002,0.32283416390419006
1050,0.13616685569286346,0.313679575920105
1060,0.19459380209445953,0.3678334653377533
1070,0.1430295705795288,0.31648483872413635
1080,0.14625120162963867,0.31075793504714966
1090,0.16561554372310638,0.34236815571784973
1100,0.13683858513832092,0.3103847801685333
1110,0.16537760198116302,0.3399985432624817
1120,0.10467218607664108,0.26127684116363525
1130,0.11260517686605453,0.2631409466266632
1140,0.1247909814119339,0.26897215843200684
1150,0.13894900679588318,0.2940371632575989
1160,0.12636351585388184,0.27768394351005554
1170,0.11387527734041214,0.25518959760665894
1180,0.14901617169380188,0.3130488991737366
1190,0.17408829927444458,0.3268207907676697
1200,0.10041336715221405,0.23889873921871185
1210,0.11359810084104538,0.2581503689289093
