step,loss,mae
10,5.031682968139648,2.1361591815948486
20,1.7103513479232788,1.1965409517288208
30,0.338833212852478,0.4934719204902649
40,0.25915202498435974,0.4257798492908478
50,0.20875385403633118,0.35447773337364197
60,0.13850755989551544,0.2865597903728485
70,0.1053536981344223,0.2410251647233963
80,0.07720813155174255,0.22662203013896942
90,0.09899698197841644,0.24125486612319946
100,0.08025652915239334,0.21145275235176086
110,0.08864866197109222,0.20722682774066925
120,0.07226474583148956,0.2096720039844513
130,0.08238325268030167,0.21248552203178406
140,0.05189044773578644,0.18249738216400146
150,0.0748574435710907,0.21622684597969055
160,0.08183690905570984,0.23468878865242004
170,0.10738898813724518,0.227420374751091
180,0.08088093996047974,0.2016727328300476
190,0.06292491406202316,0.20258137583732605
200,0.06892465800046921,0.182097926735878
210,0.06347852945327759,0.19214585423469543
220,0.060819610953330994,0.19749405980110168
230,0.06753206253051758,0.20025447010993958
240,0.06380979716777802,0.1890237033367157
250,0.0783819854259491,0.21424600481987
260,0.043420419096946716,0.16098088026046753
270,0.061539940536022186,0.20106086134910583
280,0.036222413182258606,0.14581981301307678
290,0.03242187947034836,0.13405698537826538
300,0.04065795987844467,0.15936970710754395
310,0.06336169689893723,0.19506393373012543
320,0.06044939532876015,0.1841888129711151
330,0.03514759615063667,0.14495964348316193
340,0.06389213353395462,0.1815541386604309
350,0.02912057563662529,0.1347581297159195
360,0.038150109350681305,0.15129993855953217
370,0.04940672963857651,0.1715872883796692
380,0.050199612975120544,0.16929416358470917
390,0.042784981429576874,0.17479011416435242
400,0.051291629672050476,0.1761881411075592
410,0.04869376868009567,0.17564812302589417
420,0.04527467116713524,0.16557741165161133
430,0.058489881455898285,0.1910075843334198
440,0.03104861080646515,0.13436007499694824
450,0.04809659346938133,0.17239804565906525
460,0.03273770213127136,0.1473102867603302
470,0.03289313614368439,0.1474287211894989
480,0.03158533573150635,0.1323171705007553
490,0.03370750695466995,0.1443280279636383
500,0.04148364067077637,0.15759965777397156
510,0.0383007675409317,0.1440054029226303
520,0.0445016548037529,0.1639382541179657
530,0.06003881245851517,0.1771792322397232
540,0.02375028096139431,0.1151919737458229
550,0.029655911028385162,0.14016522467136383
560,0.03246506303548813,0.13825756311416626
570,0.06289610266685486,0.17770589888095856
580,0.027157848700881004,0.12016196548938751
590,0.02993745543062687,0.13089632987976074
600,0.04419197142124176,0.15228807926177979
610,0.029532622545957565,0.12627661228179932
620,0.02398836612701416,0.12518717348575592
630,0.0318109355866909,0.12623202800750732
640,0.043537020683288574,0.15932106971740723
650,0.031223176047205925,0.1331806480884552
660,0.04061681777238846,0.16158276796340942
670,0.046190474182367325,0.1598014235496521
680,0.040050797164440155,0.16760492324829102
690,0.0300496444106102,0.12577569484710693
700,0.040727391839027405,0.15285903215408325
710,0.03459835797548294,0.1400766372680664
720,0.025408897548913956,0.12082068622112274
730,0.03183645382523537,0.13408918678760529
740,0.05064912885427475,0.1809576451778412
750,0.03186408430337906,0.14407669007778168
760,0.04113819822669029,0.15653198957443237
770,0.04481828585267067,0.163309246301651
780,0.0462159737944603,0.1588660180568695
790,0.044215574860572815,0.16243189573287964
800,0.03150390088558197,0.1465248465538025
810,0.027857361361384392,0.13256362080574036
820,0.03399913012981415,0.14887115359306335
830,0.025417383760213852,0.11641865223646164
840,0.03603382781147957,0.1499708741903305
850,0.026033848524093628,0.12917791306972504
860,0.036275818943977356,0.14532878994941711
870,0.025455422699451447,0.11910079419612885
880,0.019978977739810944,0.1012527346611023
890,0.023988816887140274,0.12790533900260925
900,0.022436002269387245,0.11564645916223526
910,0.0283476822078228,0.1339574158191681
920,0.023439716547727585,0.11815732717514038
930,0.0312969870865345,0.1387612223625183
940,0.022142857313156128,0.11493086069822311
950,0.027064552530646324,0.13249440491199493
960,0.026133529841899872,0.12398582696914673
970,0.03169054538011551,0.12980900704860687
980,0.030469149351119995,0.14104145765304565
990,0.02303655818104744,0.12453724443912506
1000,0.0251895934343338,0.1191122829914093
1010,0.039931897073984146,0.1611093282699585
1020,0.029703492298722267,0.12806613743305206
1030,0.023629749193787575,0.11508069932460785
1040,0.02514052577316761,0.12732289731502533
1050,0.030024385079741478,0.1189335286617279
1060,0.029884669929742813,0.13328248262405396
1070,0.025588728487491608,0.11654851585626602
1080,0.027820561081171036,0.12096250802278519
1090,0.03428199887275696,0.1435413956642151
1100,0.02299109473824501,0.11496348679065704
1110,0.023677552118897438,0.12116041779518127
1120,0.019473571330308914,0.10995927453041077
1130,0.026721198111772537,0.1209833174943924
1140,0.029984571039676666,0.13017681241035461
1150,0.02429869957268238,0.1200796440243721
1160,0.029924141243100166,0.14076082408428192
1170,0.028568286448717117,0.12636798620224
1180,0.026322536170482635,0.12372156232595444
1190,0.018278812989592552,0.10253050923347473
1200,0.030987055972218513,0.14174886047840118
1210,0.027624711394309998,0.12454928457736969
1220,0.02783079817891121,0.13962852954864502
1230,0.036577362567186356,0.13783228397369385
1240,0.037021588534116745,0.1559704691171646
1250,0.03099568374454975,0.13949400186538696
1260,0.03599344938993454,0.15481188893318176
1270,0.03920576721429825,0.14460670948028564
1280,0.02620023302733898,0.12665697932243347
1290,0.027762919664382935,0.1319200098514557
1300,0.0262713972479105,0.11461126804351807
1310,0.02669166401028633,0.12832583487033844
1320,0.025742152705788612,0.12286508083343506
1330,0.024928901344537735,0.11689898371696472
1340,0.029053380712866783,0.1334955096244812
1350,0.025691809132695198,0.11896945536136627
1360,0.03531546890735626,0.146649569272995
1370,0.023212315514683723,0.11242581903934479
1380,0.023100106045603752,0.11426694691181183
1390,0.02858871966600418,0.13817331194877625
1400,0.022198162972927094,0.12104912847280502
1410,0.03688179701566696,0.14733634889125824
1420,0.034822337329387665,0.14794719219207764
1430,0.023382646963000298,0.1281101256608963
1440,0.032585740089416504,0.13866043090820312
1450,0.02992955967783928,0.13495905697345734
1460,0.04013895243406296,0.15106554329395294
1470,0.01910974271595478,0.10622122138738632
1480,0.026322659105062485,0.13408270478248596
1490,0.02062195912003517,0.11542109400033951
1500,0.029536737129092216,0.13681507110595703
1510,0.02211577817797661,0.11894581466913223
1520,0.018529925495386124,0.10138639807701111
1530,0.016842924058437347,0.10396444797515869
1540,0.024394720792770386,0.11736445873975754
1550,0.025044478476047516,0.11695811152458191
1560,0.01634506694972515,0.0967959314584732
1570,0.026715688407421112,0.12500298023223877
1580,0.018476102501153946,0.10197818279266357
1590,0.028813617303967476,0.13228365778923035
1600,0.019990243017673492,0.11091043055057526
1610,0.018405914306640625,0.10495723783969879
1620,0.026085739955306053,0.1272171586751938
1630,0.02350313775241375,0.11586206406354904
1640,0.0240038875490427,0.1256222426891327
1650,0.02532089501619339,0.12005312740802765
1660,0.023667126893997192,0.12394249439239502
1670,0.028242599219083786,0.1296571046113968
1680,0.022121736779808998,0.11525057256221771
1690,0.023971835151314735,0.12344787269830704
1700,0.03313466161489487,0.14582717418670654
1710,0.029246628284454346,0.12538161873817444
1720,0.023518051952123642,0.11935536563396454
1730,0.02308734506368637,0.12490392476320267
1740,0.013589782640337944,0.0878000557422638
1750,0.031255919486284256,0.13326837122440338
1760,0.021320447325706482,0.11633170396089554
1770,0.025212222710251808,0.12367329001426697
1780,0.019533123821020126,0.11152347922325134
1790,0.0278804749250412,0.12945100665092468
1800,0.030554424971342087,0.14245164394378662
1810,0.017443619668483734,0.09928905218839645
1820,0.027550149708986282,0.13088050484657288
1830,0.01911091059446335,0.10835008323192596
1840,0.03051292896270752,0.12472056597471237
1850,0.02092038094997406,0.10599489510059357
1860,0.015085390768945217,0.0954320877790451
1870,0.02019427716732025,0.1151411235332489
1880,0.01820329949259758,0.1050119623541832
1890,0.01686488837003708,0.10370451211929321
1900,0.02519092708826065,0.12347089499235153
1910,0.018223948776721954,0.10457771271467209
1920,0.028871022164821625,0.13065092265605927
1930,0.021998871117830276,0.1192336156964302
1940,0.021485626697540283,0.10864266753196716
1950,0.018027443438768387,0.10147932171821594
1960,0.02739010751247406,0.12742996215820312
1970,0.013789174146950245,0.0861058384180069
1980,0.01744493842124939,0.09210264682769775
1990,0.021695412695407867,0.11644293367862701
2000,0.017747879028320312,0.10692369937896729
2010,0.01436662394553423,0.09489016234874725
2020,0.01772124320268631,0.10825606435537338
2030,0.013368837535381317,0.0914604514837265
2040,0.016942059621214867,0.10429792106151581
2050,0.016467519104480743,0.10022132098674774
2060,0.019360916689038277,0.11347557604312897
2070,0.018377680331468582,0.10530019551515579
2080,0.014514670707285404,0.08780291676521301
2090,0.01604769378900528,0.09968552738428116
2100,0.01867181621491909,0.10194745659828186
2110,0.01885797269642353,0.10682721436023712
2120,0.020169582217931747,0.11455286294221878
2130,0.016453895717859268,0.09790169447660446
2140,0.02414274588227272,0.12604570388793945
2150,0.014369778335094452,0.0920562893152237
2160,0.02080201357603073,0.1098378375172615
2170,0.021464455872774124,0.11629529297351837
2180,0.016639327630400658,0.10069754719734192
2190,0.014921795576810837,0.09862154722213745
2200,0.02116192877292633,0.1081153079867363
2210,0.016577431932091713,0.10496282577514648
2220,0.017327923327684402,0.10885289311408997
2230,0.02254749834537506,0.11934174597263336
2240,0.01603618450462818,0.10027143359184265
2250,0.02155139297246933,0.11419112980365753
2260,0.014794928953051567,0.09594351053237915
2270,0.02188584953546524,0.11756845563650131
2280,0.01547522097826004,0.10491946339607239
2290,0.024020913988351822,0.12370958924293518
2300,0.012953325174748898,0.08885113149881363
2310,0.018059944733977318,0.10913623124361038
2320,0.01894175261259079,0.11092321574687958
2330,0.0290669072419405,0.13307780027389526
2340,0.018498312681913376,0.10710088908672333
2350,0.019109223037958145,0.1142096146941185
2360,0.021618394181132317,0.11526918411254883
2370,0.015039877034723759,0.09998886287212372
2380,0.012065264396369457,0.09046518057584763
2390,0.024330610409379005,0.11753274500370026
2400,0.01633371226489544,0.10176433622837067
2410,0.021329812705516815,0.11459128558635712
2420,0.012123245745897293,0.08296944200992584
2430,0.01485617645084858,0.0972062200307846
2440,0.013010093942284584,0.09564919024705887
2450,0.01599912904202938,0.0992610827088356
2460,0.015633009374141693,0.09628249704837799
2470,0.024960123002529144,0.11635345220565796
2480,0.017832420766353607,0.10344155132770538
2490,0.044815123081207275,0.16585645079612732
2500,0.046946629881858826,0.16721263527870178
2510,0.028878355398774147,0.13670310378074646
2520,0.019298415631055832,0.1060090884566307
2530,0.026319852098822594,0.12166222184896469
2540,0.02106412686407566,0.11253005266189575
2550,0.024374913424253464,0.11443507671356201
2560,0.019008031114935875,0.10355105251073837
2570,0.019395601004362106,0.11734893918037415
2580,0.02100398764014244,0.11733682453632355
2590,0.025343820452690125,0.12108054757118225
2600,0.019398227334022522,0.10868042707443237
2610,0.013659121468663216,0.09116695076227188
2620,0.01924283802509308,0.1066942811012268
2630,0.017850877717137337,0.10772530734539032
2640,0.018595989793539047,0.1042817085981369
2650,0.015244221314787865,0.10001838207244873
2660,0.016025906428694725,0.10014922171831131
2670,0.015010785311460495,0.09169367700815201
2680,0.022813647985458374,0.11302037537097931
2690,0.016684263944625854,0.1037578359246254
2700,0.016284726560115814,0.10298323631286621
2710,0.01280652079731226,0.09111930429935455
2720,0.016388699412345886,0.10185590386390686
2730,0.017507335171103477,0.10664687305688858
2740,0.014577393420040607,0.09312522411346436
2750,0.012727002613246441,0.09003972262144089
2760,0.010281851515173912,0.08310317993164062
2770,0.021474691107869148,0.10491901636123657
2780,0.020237881690263748,0.11751272529363632
2790,0.017824692651629448,0.10560733079910278
2800,0.01744258403778076,0.10318455845117569
2810,0.015687385573983192,0.09924370050430298
2820,0.01327966246753931,0.08896675705909729
2830,0.020688867196440697,0.119767926633358
2840,0.01732543110847473,0.09785771369934082
2850,0.021974725648760796,0.1180160716176033
2860,0.025178056210279465,0.13192865252494812
2870,0.01103977207094431,0.08076128363609314
2880,0.033286985009908676,0.143476665019989
2890,0.01986464485526085,0.1056239902973175
2900,0.016945436596870422,0.10765275359153748
2910,0.020578209310770035,0.1146533191204071
2920,0.012721417471766472,0.09123902022838593
2930,0.020600125193595886,0.11523455381393433
2940,0.013775527477264404,0.09938690811395645
2950,0.028067372739315033,0.13798369467258453
2960,0.02060781419277191,0.10804059356451035
2970,0.018850764259696007,0.10113516449928284
2980,0.02975170686841011,0.13579706847667694
2990,0.023885786533355713,0.11579515784978867
3000,0.01688898727297783,0.10418256372213364
3010,0.025375764816999435,0.13286565244197845
3020,0.03519212454557419,0.1495983600616455
